Experiment	Lawn_bacterium	Plate	Colony	Measurement	Colony_diameter	Halo_diameter
I	R553	3	Mid_left	2	0.941	1.238
I	R553	3	Mid_left	3	0.991	1.273
I	R553	3	Mid_left	4	0.96	1.222
I	R553	3	Mid_left	5	0.964	1.239
I	R553	4	Mid_left	1	1	1.204
I	R553	4	Mid_left	2	0.965	1.216
I	R553	4	Mid_left	3	1.001	1.269
I	R553	4	Mid_left	4	0.974	1.252
I	R553	4	Mid_left	5	0.965	1.226
I	R553	5	Mid_left	1	1.006	1.254
I	R553	5	Mid_left	2	0.983	1.196
I	R553	5	Mid_left	3	1.035	1.242
I	R553	5	Mid_left	4	1.004	1.248
I	R553	5	Mid_left	5	0.994	1.219
I	R667	1	Mid_left	1	1.303	1.536
I	R667	1	Mid_left	2	1.241	1.589
I	R667	1	Mid_left	3	1.288	1.347
I	R667	1	Mid_left	4	1.283	1.336
I	R667	1	Mid_left	5	1.286	1.321
I	R667	2	Mid_left	1	1.295	1.435
I	R667	2	Mid_left	2	1.268	1.498
I	R667	2	Mid_left	3	1.29	1.376
I	R667	2	Mid_left	4	1.292	1.523
I	R667	2	Mid_left	5	1.268	1.488
I	R667	3	Mid_left	1	1.316	1.683
I	R667	3	Mid_left	2	1.293	1.717
I	R667	3	Mid_left	3	1.341	1.666
I	R667	3	Mid_left	4	1.328	1.661
I	R667	3	Mid_left	5	1.305	1.632
I	R667	4	Mid_left	1	1.253	1.494
I	R667	4	Mid_left	2	1.227	1.408
I	R667	4	Mid_left	3	1.255	1.454
I	R667	4	Mid_left	4	1.267	1.443
I	R667	4	Mid_left	5	1.245	1.473
I	R667	5	Mid_left	1	1.42	1.439
I	R667	5	Mid_left	2	1.375	1.512
I	R667	5	Mid_left	3	1.415	1.497
I	R667	5	Mid_left	4	1.442	1.463
I	R667	5	Mid_left	5	1.402	1.531
II	R483D2	1	Mid_left	1	1.513	2.343
II	R483D2	1	Mid_left	2	1.477	2.366
II	R483D2	1	Mid_left	3	1.497	2.363
II	R483D2	1	Mid_left	4	1.497	2.4
II	R483D2	1	Mid_left	5	1.514	2.355
II	R483D2	2	Mid_left	1	1.55	2.757
II	R483D2	2	Mid_left	2	1.447	2.561
II	R483D2	2	Mid_left	3	1.536	2.739
II	R483D2	2	Mid_left	4	1.505	2.609
II	R483D2	2	Mid_left	5	1.532	2.738
II	R483D2	3	Mid_left	1	1.482	2.239
II	R483D2	3	Mid_left	2	1.467	2.3
II	R483D2	3	Mid_left	3	1.51	2.205
II	R483D2	3	Mid_left	4	1.493	2.393
II	R483D2	3	Mid_left	5	1.467	2.108
II	R483D2	4	Mid_left	1	1.45	2.433
II	R483D2	4	Mid_left	2	1.425	2.395
II	R483D2	4	Mid_left	3	1.465	2.498
II	R483D2	4	Mid_left	4	1.433	2.413
II	R483D2	4	Mid_left	5	1.438	2.409
II	R483D2	5	Mid_left	1	1.467	2.433
II	R483D2	5	Mid_left	2	1.414	2.448
II	R483D2	5	Mid_left	3	1.462	2.498
II	R483D2	5	Mid_left	4	1.454	2.506
II	R483D2	5	Mid_left	5	1.458	2.444
II	R930	1	Mid_left	1	1.079	1.231
II	R930	1	Mid_left	2	1.03	1.141
II	R930	1	Mid_left	3	1.097	1.205
II	R930	1	Mid_left	4	1.096	1.202
II	R930	1	Mid_left	5	1.083	1.213
II	R930	2	Mid_left	1	1.156	1.23
II	R930	2	Mid_left	2	1.088	1.231
II	R930	2	Mid_left	3	1.143	1.251
II	R930	2	Mid_left	4	1.153	1.231
II	R930	2	Mid_left	5	1.144	1.284
II	R930	3	Mid_left	1	1.105	1.189
II	R930	3	Mid_left	2	1.067	1.153
II	R930	3	Mid_left	3	1.111	1.203
II	R930	3	Mid_left	4	1.108	1.207
II	R930	3	Mid_left	5	1.105	1.201
II	R930	4	Mid_left	1	1.147	1.248
II	R930	4	Mid_left	2	1.076	1.213
II	R930	4	Mid_left	3	1.159	1.262
II	R930	4	Mid_left	4	1.114	1.173
II	R930	4	Mid_left	5	1.159	1.248
II	R930	5	Mid_left	1	1.07	1.177
II	R930	5	Mid_left	2	1.041	1.132
II	R930	5	Mid_left	3	1.067	1.167
II	R930	5	Mid_left	4	1.073	1.171
II	R930	5	Mid_left	5	1.074	1.204
II	S736	1	Mid_left	1	1.075	1.373
II	S736	1	Mid_left	2	1.057	1.325
II	S736	1	Mid_left	3	1.08	1.378
II	S736	1	Mid_left	4	1.1	1.324
II	S736	1	Mid_left	5	1.078	1.337
II	S736	2	Mid_left	1	1.098	1.338
II	S736	2	Mid_left	2	1.139	1.312
II	S736	2	Mid_left	3	1.135	1.369
II	S736	2	Mid_left	4	1.125	1.385
II	S736	2	Mid_left	5	1.107	1.312
II	S736	3	Mid_left	1	0.902	1.128
II	S736	3	Mid_left	2	0.891	1.128
II	S736	3	Mid_left	3	0.904	1.218
II	S736	3	Mid_left	4	0.919	1.214
II	S736	3	Mid_left	5	0.895	1.199
II	S736	4	Mid_left	1	0.861	1.108
II	S736	4	Mid_left	2	0.861	1.108
II	S736	4	Mid_left	3	0.859	1.102
II	S736	4	Mid_left	4	0.868	1.084
II	S736	4	Mid_left	5	0.853	1.098
II	S736	5	Mid_left	1	1.036	1.294
II	S736	5	Mid_left	2	1.053	1.285
II	S736	5	Mid_left	3	1.099	1.317
II	S736	5	Mid_left	4	1.1	1.276
II	S736	5	Mid_left	5	1.058	1.313
III	R179	1	Mid_left	1	1.281	1.462
III	R179	1	Mid_left	2	1.25	1.45
III	R179	1	Mid_left	3	1.268	1.441
III	R179	1	Mid_left	4	1.273	1.522
III	R179	1	Mid_left	5	1.239	2.543
III	R179	2	Mid_left	1	1.251	1.498
III	R179	2	Mid_left	2	1.188	1.568
III	R179	2	Mid_left	3	1.241	1.569
III	R179	2	Mid_left	4	1.263	1.575
III	R179	2	Mid_left	5	1.236	1.568
III	R179	3	Mid_left	1	1.248	1.363
III	R179	3	Mid_left	2	1.206	1.367
III	R179	3	Mid_left	3	1.281	1.419
III	R179	3	Mid_left	4	1.273	1.372
III	R179	3	Mid_left	5	1.242	2.451
III	R179	4	Mid_left	1	1.283	1.577
III	R179	4	Mid_left	2	1.216	1.559
III	R179	4	Mid_left	3	1.303	1.583
III	R179	4	Mid_left	4	1.275	1.609
III	R179	4	Mid_left	5	1.283	1.559
III	R179	5	Mid_left	1	1.263	1.48
III	R179	5	Mid_left	2	1.201	1.595
III	R179	5	Mid_left	3	1.279	1.515
III	R179	5	Mid_left	4	1.277	1.519
III	R179	5	Mid_left	5	1.27	1.498
III	R402	1	Mid_left	1	0.898	1.177
III	R402	1	Mid_left	2	0.893	1.212
III	R402	1	Mid_left	3	0.914	1.233
III	R402	1	Mid_left	4	0.912	1.244
III	R402	1	Mid_left	5	0.889	1.2
III	R402	2	Mid_left	1	0.965	1.236
III	R402	2	Mid_left	2	1.014	1.26
III	R402	2	Mid_left	3	0.997	1.308
III	R402	2	Mid_left	4	0.964	1.254
III	R402	2	Mid_left	5	1.016	1.259
III	R402	3	Mid_left	1	1.036	1.2
III	R402	3	Mid_left	2	0.994	1.165
III	R402	3	Mid_left	3	1.072	1.239
III	R402	3	Mid_left	4	1.077	1.155
III	R402	3	Mid_left	5	1.025	1.212
III	R402	4	Mid_left	1	1.002	1.002
III	R402	4	Mid_left	2	0.967	0.967
III	R402	4	Mid_left	3	1.014	1.014
III	R402	4	Mid_left	4	1.041	1.041
III	R402	4	Mid_left	5	0.986	0.986
III	R402	5	Mid_left	1	1.037	1.037
III	R402	5	Mid_left	2	1	1
III	R402	5	Mid_left	3	1.064	1.064
III	R402	5	Mid_left	4	1.029	1.029
III	R402	5	Mid_left	5	1	1
III	R50	1	Mid_left	1	1.172	1.172
III	R50	1	Mid_left	2	1.116	1.116
III	R50	1	Mid_left	3	1.163	1.163
III	R50	1	Mid_left	4	1.178	1.178
III	R50	1	Mid_left	5	1.181	1.181
III	R50	2	Mid_left	1	1.135	1.135
III	R50	2	Mid_left	2	1.049	1.049
III	R50	2	Mid_left	3	1.129	1.129
III	R50	2	Mid_left	4	1.15	1.15
III	R50	2	Mid_left	5	1.141	1.141
III	R50	3	Mid_left	1	1.147	1.147
III	R50	3	Mid_left	2	1.072	1.072
III	R50	3	Mid_left	3	1.141	1.141
III	R50	3	Mid_left	4	1.125	1.125
III	R50	3	Mid_left	5	1.123	1.123
III	R50	4	Mid_left	1	1.105	1.105
III	R50	4	Mid_left	2	1.096	1.096
III	R50	4	Mid_left	3	1.128	1.128
III	R50	4	Mid_left	4	1.096	1.096
III	R50	4	Mid_left	5	1.09	1.09
III	R50	5	Mid_left	1	1.102	1.102
III	R50	5	Mid_left	2	1.037	1.037
III	R50	5	Mid_left	3	1.08	1.08
III	R50	5	Mid_left	4	1.097	1.097
III	R50	5	Mid_left	5	1.099	1.099
III	S728	1	Mid_left	1	2.005	2.005
III	S728	1	Mid_left	2	1.889	1.889
III	S728	1	Mid_left	3	1.889	1.889
III	S728	1	Mid_left	4	1.978	1.978
III	S728	1	Mid_left	5	1.978	1.978
III	S728	2	Mid_left	1	1.803	1.803
III	S728	2	Mid_left	2	1.695	1.695
III	S728	2	Mid_left	3	1.811	1.811
III	S728	2	Mid_left	4	1.811	1.811
III	S728	2	Mid_left	5	1.793	1.793
III	S728	3	Mid_left	1	1.913	1.913
III	S728	3	Mid_left	2	1.795	1.795
III	S728	3	Mid_left	3	1.926	1.926
III	S728	3	Mid_left	4	1.898	1.898
III	S728	3	Mid_left	5	1.908	1.908
III	S728	4	Mid_left	1	1.878	1.878
III	S728	4	Mid_left	2	1.842	1.842
III	S728	4	Mid_left	3	1.872	1.872
III	S728	4	Mid_left	4	1.834	1.834
III	S728	4	Mid_left	5	1.873	1.873
III	S728	5	Mid_left	1	1.972	1.972
III	S728	5	Mid_left	2	1.925	1.925
III	S728	5	Mid_left	3	1.935	1.935
III	S728	5	Mid_left	4	1.954	1.954
III	S728	5	Mid_left	5	1.944	1.944
IV	R105	1	Mid_left	1	0.991	1.488
IV	R105	1	Mid_left	2	0.954	1.488
IV	R105	1	Mid_left	3	1.019	1.473
IV	R105	1	Mid_left	4	1.008	1.482
IV	R105	1	Mid_left	5	0.991	1.505
IV	R105	2	Mid_left	1	0.989	1.54
IV	R105	2	Mid_left	2	0.987	1.505
IV	R105	2	Mid_left	3	1.004	1.591
IV	R105	2	Mid_left	4	1.002	1.498
IV	R105	2	Mid_left	5	0.987	1.54
IV	R105	3	Mid_left	1	0.994	1.558
IV	R105	3	Mid_left	2	0.926	1.582
IV	R105	3	Mid_left	3	1.04	1.493
IV	R105	3	Mid_left	4	1.02	1.506
IV	R105	3	Mid_left	5	0.991	1.511
IV	R105	4	Mid_left	1	1.056	1.529
IV	R105	4	Mid_left	2	0.98	1.525
IV	R105	4	Mid_left	3	1.058	1.519
IV	R105	4	Mid_left	4	1.049	1.495
IV	R105	4	Mid_left	5	1.053	1.519
IV	R105	5	Mid_left	1	1.002	1.6
IV	R105	5	Mid_left	2	0.942	1.565
IV	R105	5	Mid_left	3	1.02	1.582
IV	R105	5	Mid_left	4	1.024	1.501
IV	R105	5	Mid_left	5	0.993	1.582
IV	R1334	1	Mid_left	1	1.759	2.411666667
IV	R1334	1	Mid_left	2	1.679	2.351666667
IV	R1334	1	Mid_left	3	1.719	2.206666667
IV	R1334	1	Mid_left	4	1.722	2.233333333
IV	R1334	1	Mid_left	5	1.717	3.28
IV	R1334	2	Mid_left	1	1.571	2.113333333
IV	R1334	2	Mid_left	2	1.53	2.201666667
IV	R1334	2	Mid_left	3	1.579	2.176666667
IV	R1334	2	Mid_left	4	1.546	2.321666667
IV	R1334	2	Mid_left	5	1.557	2.143333333
IV	R1334	3	Mid_left	1	1.819	2.738333333
IV	R1334	3	Mid_left	2	1.714	2.71
IV	R1334	3	Mid_left	3	1.767	2.678333333
IV	R1334	3	Mid_left	4	1.798	2.681666667
IV	R1334	3	Mid_left	5	1.807	2.59
IV	R1334	4	Mid_left	1	1.673	2.473333333
IV	R1334	4	Mid_left	2	1.607	2.34
IV	R1334	4	Mid_left	3	1.664	2.295
IV	R1334	4	Mid_left	4	1.602	2.343333333
IV	R1334	4	Mid_left	5	1.673	2.321666667
IV	R1334	5	Mid_left	1	1.688	2.47
IV	R1334	5	Mid_left	2	1.625	2.425
IV	R1334	5	Mid_left	3	1.676	2.475
IV	R1334	5	Mid_left	4	1.697	2.381666667
IV	R483D1	1	Mid_left	1	1.431	2.089
IV	R483D1	1	Mid_left	2	1.391	1.964
IV	R483D1	1	Mid_left	3	1.447	2.024
IV	R483D1	1	Mid_left	4	1.45	2.021
IV	R483D1	1	Mid_left	5	1.431	2.071
IV	R483D1	2	Mid_left	1	1.575	2.126
IV	R483D1	2	Mid_left	2	1.494	2.089
IV	R483D1	2	Mid_left	3	1.551	2.068
IV	R483D1	2	Mid_left	4	1.553	2.104
IV	R483D1	2	Mid_left	5	1.571	2.125
IV	R483D1	3	Mid_left	1	1.589	2.215
IV	R483D1	3	Mid_left	2	1.524	2.214
IV	R483D1	3	Mid_left	3	1.589	2.124
IV	R483D1	3	Mid_left	4	1.554	2.159
IV	R483D1	3	Mid_left	5	1.58	2.198
IV	R483D1	4	Mid_left	1	1.602	2.233
IV	R483D1	4	Mid_left	2	1.607	2.036
IV	R483D1	4	Mid_left	3	1.608	2.141
IV	R483D1	4	Mid_left	4	1.604	2.092
IV	R483D1	4	Mid_left	5	1.605	2.144
IV	R483D1	5	Mid_left	1	1.542	2.128
IV	R483D1	5	Mid_left	2	1.5	2.152
IV	R483D1	5	Mid_left	3	1.554	2.199
IV	R483D1	5	Mid_left	4	1.595	2.134
IV	R483D1	5	Mid_left	5	1.53	2.164
IV	R670	1	Mid_left	1	1.711	2.286
IV	R670	1	Mid_left	2	1.646	2.226
IV	R670	1	Mid_left	3	1.701	2.252
IV	R670	1	Mid_left	4	1.715	2.263
IV	R670	1	Mid_left	5	1.723	2.238
IV	R670	2	Mid_left	1	1.613	2.464
IV	R670	2	Mid_left	2	1.557	2.286
IV	R670	2	Mid_left	3	1.65	2.375
IV	R670	2	Mid_left	4	1.604	2.356
IV	R670	2	Mid_left	5	1.619	2.357
IV	R670	3	Mid_left	1	1.714	2.346
IV	R670	3	Mid_left	2	1.634	2.286
IV	R670	3	Mid_left	3	1.739	2.338
IV	R670	3	Mid_left	4	1.774	2.38
IV	R670	3	Mid_left	5	1.717	2.346
IV	R670	4	Mid_left	1	1.717	2.476
IV	R670	4	Mid_left	2	1.688	2.369
IV	R670	4	Mid_left	3	1.732	2.434
IV	R670	4	Mid_left	4	1.716	2.404
IV	R670	4	Mid_left	5	1.717	2.417
IV	R670	5	Mid_left	1	1.756	2.359
IV	R670	5	Mid_left	2	1.649	2.346
IV	R670	5	Mid_left	3	1.724	2.375
IV	R670	5	Mid_left	4	1.754	2.376
IV	R670	5	Mid_left	5	1.739	2.322
IV	S728	1	Mid_left	1	1.589	1.666666667
IV	S728	1	Mid_left	2	1.533	1.666666667
IV	S728	1	Mid_left	3	1.625	1.666666667
IV	S728	1	Mid_left	4	1.592	1.666666667
IV	S728	1	Mid_left	5	1.569	1.666666667
IV	S728	2	Mid_left	1	1.512	2.52
IV	S728	2	Mid_left	2	1.509	2.515
IV	S728	2	Mid_left	3	1.562	2.603333333
IV	S728	2	Mid_left	4	1.601	2.668333333
IV	S728	2	Mid_left	5	1.539	2.565
IV	S728	3	Mid_left	1	1.577	2.628333333
IV	S728	3	Mid_left	2	1.569	2.615
IV	S728	3	Mid_left	3	1.595	2.658333333
IV	S728	3	Mid_left	4	1.593	2.655
IV	S728	3	Mid_left	5	1.574	2.623333333
IV	S728	4	Mid_left	1	1.464	2.44
IV	S728	4	Mid_left	2	1.453	2.421666667
IV	S728	4	Mid_left	3	1.491	2.485
IV	S728	4	Mid_left	4	1.48	2.466666667
IV	S728	4	Mid_left	5	1.462	2.436666667
IV	S728	5	Mid_left	1	1.536	2.56
IV	S728	5	Mid_left	2	1.581	2.635
IV	S728	5	Mid_left	3	1.557	2.595
IV	S728	5	Mid_left	4	1.51	2.516666667
IV	S728	5	Mid_left	5	1.522	2.536666667
IV	S782	1	Mid_left	1	1.007	1.858
IV	S782	1	Mid_left	2	1.059	1.833
IV	S782	1	Mid_left	3	1.054	1.837
IV	S782	1	Mid_left	4	1.04	1.823
IV	S782	1	Mid_left	5	0.932	1.846
IV	S782	2	Mid_left	1	1.049	1.842
IV	S782	2	Mid_left	2	0.969	1.839
IV	S782	2	Mid_left	3	1.057	1.776
IV	S782	2	Mid_left	4	1.071	1.835
IV	S782	2	Mid_left	5	1.036	1.816
IV	S782	3	Mid_left	1	1.003	1.777
IV	S782	3	Mid_left	2	0.966	1.733
IV	S782	3	Mid_left	3	1.043	1.793
IV	S782	3	Mid_left	4	1.053	1.877
IV	S782	3	Mid_left	5	1	1.786
IV	S782	4	Mid_left	1	1.038	1.839
IV	S782	4	Mid_left	2	1.02	1.806
IV	S782	4	Mid_left	3	1.07	1.883
IV	S782	4	Mid_left	4	1.08	1.883
IV	S782	4	Mid_left	5	1.036	1.839
IV	S782	5	Mid_left	1	1.03	1.774
IV	S782	5	Mid_left	2	0.982	1.774
IV	S782	5	Mid_left	3	1.022	1.807
IV	S782	5	Mid_left	4	1.005	1.845
IV	S782	5	Mid_left	5	1	1.717
V	R29	1	Mid_left	1	1.025	1.475
V	R29	1	Mid_left	2	0.968	1.348
V	R29	1	Mid_left	3	0.998	1.41
V	R29	1	Mid_left	4	1.013	1.389
V	R29	1	Mid_left	5	1.032	1.427
V	R29	2	Mid_left	1	0.937	
V	R29	2	Mid_left	2	0.892	
V	R29	2	Mid_left	3	0.91	
V	R29	2	Mid_left	4	0.93	
V	R29	2	Mid_left	5	0.935	
V	R29	3	Mid_left	1	0.899	
V	R29	3	Mid_left	2	0.841	
V	R29	3	Mid_left	3	0.891	
V	R29	3	Mid_left	4	0.884	
V	R29	3	Mid_left	5	0.886	
V	R29	4	Mid_left	1	0.903	
V	R29	4	Mid_left	2	0.86	
V	R29	4	Mid_left	3	0.903	
V	R29	4	Mid_left	4	0.902	
V	R29	4	Mid_left	5	0.9	2.714
V	R29	5	Mid_left	1	0.941	
V	R29	5	Mid_left	2	0.88	
V	R29	5	Mid_left	3	0.917	
V	R29	5	Mid_left	4	0.945	
V	R29	5	Mid_left	5	0.939	
V	R85	1	Mid_left	1	0.808	1.137
V	R85	1	Mid_left	2	0.765	1.305
V	R85	1	Mid_left	3	0.809	1.222
V	R85	1	Mid_left	4	0.808	1.213
V	R85	1	Mid_left	5	0.802	1.223
V	R85	2	Mid_left	1	0.774	1.271
V	R85	2	Mid_left	2	0.729	1.22
V	R85	2	Mid_left	3	0.77	1.199
V	R85	2	Mid_left	4	0.778	1.255
V	R85	2	Mid_left	5	0.776	1.237
V	R85	3	Mid_left	1	0.808	1.141
V	R85	3	Mid_left	2	0.785	1.21
V	R85	3	Mid_left	3	0.81	1.132
V	R85	3	Mid_left	4	0.81	1.179
V	R85	3	Mid_left	5	0.802	1.119
V	R85	4	Mid_left	1	0.777	1.161
V	R85	4	Mid_left	2	0.748	1.17
V	R85	4	Mid_left	3	0.783	1.142
V	R85	4	Mid_left	4	0.772	1.153
V	R85	4	Mid_left	5	0.78	1.144
V	R85	5	Mid_left	1	0.812	1.22
V	R85	5	Mid_left	2	0.78	1.288
V	R85	5	Mid_left	3	0.809	1.16
V	R85	5	Mid_left	4	0.806	1.187
V	R85	5	Mid_left	5	0.808	1.169
V	Rs	3	Top_left	1	0.72	0.899
V	Rs	3	Top_left	2	0.696	0.9
V	Rs	3	Top_left	3	0.72	1.028
V	Rs	3	Top_left	4	0.711	0.864
V	Rs	3	Top_left	5	0.722	0.899
V	Rs	3	Mid_right	1	0.763	0.941
V	Rs	3	Mid_right	2	0.725	0.898
V	Rs	3	Mid_right	3	0.718	0.94
V	Rs	3	Mid_right	4	0.742	0.919
V	Rs	3	Mid_right	5	0.76	0.915
V	Rs	3	Mid_left	1	0.712	0.755
V	Rs	3	Mid_left	2	0.688	0.7304
V	Rs	3	Mid_left	3	0.693	0.732
V	Rs	3	Mid_left	4	0.701	0.7358
V	Rs	3	Mid_left	5	0.697	0.7338
V	Rs	3	Bottom_right	1	0.739	0.949
V	Rs	3	Bottom_right	2	0.708	0.932
V	Rs	3	Bottom_right	3	0.734	0.941
V	Rs	3	Bottom_right	4	0.734	0.955
V	Rs	3	Bottom_right	5	0.742	0.915
V	Rs	3	Bottom_left	1	0.752	0.8354
V	Rs	3	Bottom_left	2	0.697	0.7974
V	Rs	3	Bottom_left	3	0.771	0.8866
V	Rs	3	Bottom_left	4	0.753	0.8628
V	Rs	3	Bottom_left	5	0.758	0.8336
V	S805	1	Mid_left	1	1.002	1.571
V	S805	1	Mid_left	2	0.956	1.548
V	S805	1	Mid_left	3	1.01	1.589
V	S805	1	Mid_left	4	1.005	1.569
V	S805	1	Mid_left	5	1.008	1.571
V	S805	2	Mid_left	1	1.068	1.515
V	S805	2	Mid_left	2	0.997	1.52
V	S805	2	Mid_left	3	1.016	1.578
V	S805	2	Mid_left	4	1.027	1.578
V	S805	2	Mid_left	5	1.044	1.542
V	S805	3	Mid_left	1	1.031	1.576
V	S805	3	Mid_left	2	0.983	1.492
V	S805	3	Mid_left	3	1.011	1.547
V	S805	3	Mid_left	4	1.012	1.571
V	S805	3	Mid_left	5	1.022	1.543
V	S805	4	Mid_left	1	1.002	1.56
V	S805	4	Mid_left	2	0.958	1.559
V	S805	4	Mid_left	3	0.984	1.605
V	S805	4	Mid_left	4	0.994	1.585
V	S805	4	Mid_left	5	1.002	1.586
V	S805	5	Mid_left	1	0.993	1.529
V	S805	5	Mid_left	2	0.962	1.504
V	S805	5	Mid_left	3	0.979	1.538
V	S805	5	Mid_left	4	0.982	1.59
V	S805	5	Mid_left	5	0.989	1.517
I	R22	1	Mid_right	1	1.154	2.231
I	R22	1	Mid_right	2	1.101	2.144
I	R22	1	Mid_right	3	1.154	2.189
I	R22	1	Mid_right	4	1.162	2.284
I	R22	1	Mid_right	5	1.155	2.178
I	R22	2	Mid_right	1	1.205	2.213
I	R22	2	Mid_right	2	1.169	2.249
I	R22	2	Mid_right	3	1.21	2.141
I	R22	2	Mid_right	4	1.213	2.299
I	R22	2	Mid_right	5	1.233	2.321
I	R22	3	Mid_right	1	1.19	2.079
I	R22	3	Mid_right	2	1.131	2.008
I	R22	3	Mid_right	3	1.192	2.062
I	R22	3	Mid_right	4	1.206	2.078
I	R22	3	Mid_right	5	1.202	2.043
I	R22	4	Mid_right	1	1.179	2.203
I	R22	4	Mid_right	2	1.131	2.256
I	R22	4	Mid_right	3	1.2	2.174
I	R22	4	Mid_right	4	1.199	2.261
I	R22	4	Mid_right	5	1.168	2.205
I	R22	5	Mid_right	1	1.2	2.329
I	R22	5	Mid_right	2	1.151	2.243
I	R22	5	Mid_right	3	1.215	2.314
I	R22	5	Mid_right	4	1.192	2.297
I	R22	5	Mid_right	5	1.2	2.366
I	R265	1	Mid_right	1	1.355	5
I	R265	1	Mid_right	2	1.272	5
I	R265	1	Mid_right	3	1.311	5
I	R265	1	Mid_right	4	1.346	5
I	R265	1	Mid_right	5	1.355	5
I	R265	2	Mid_right	1	1.305	5
I	R265	2	Mid_right	2	1.243	5
I	R265	2	Mid_right	3	1.327	5
I	R265	2	Mid_right	4	1.344	5
I	R265	2	Mid_right	5	1.274	5
I	R265	3	Mid_right	1	1.298	5
I	R265	3	Mid_right	2	1.262	5
I	R265	3	Mid_right	3	1.308	5
I	R265	3	Mid_right	4	1.32	5
I	R265	3	Mid_right	5	1.289	5
I	R265	4	Mid_right	1	1.28	5
I	R265	4	Mid_right	2	1.232	5
I	R265	4	Mid_right	3	1.287	5
I	R265	4	Mid_right	4	1.331	5
I	R265	4	Mid_right	5	1.276	5
I	R265	5	Mid_right	1	1.319	5
I	R265	5	Mid_right	2	1.307	5
I	R265	5	Mid_right	3	1.336	5
I	R265	5	Mid_right	4	1.354	5
I	R265	5	Mid_right	5	1.313	5
I	R4	1	Mid_right	1	1.31	2.733
I	R4	1	Mid_right	2	1.238	2.696
I	R4	1	Mid_right	3	1.275	2.758
I	R4	1	Mid_right	4	1.268	2.82
I	R4	1	Mid_right	5	1.298	2.714
I	R4	2	Mid_right	1	1.304	2.393
I	R4	2	Mid_right	2	1.268	2.305
I	R4	2	Mid_right	3	1.273	2.233
I	R4	2	Mid_right	4	1.31	2.236
I	R4	2	Mid_right	5	1.322	2.286
I	R4	3	Mid_right	1	1.328	2.347
I	R4	3	Mid_right	2	1.28	2.418
I	R4	3	Mid_right	3	1.343	2.378
I	R4	3	Mid_right	4	1.299	2.442
I	R4	3	Mid_right	5	1.31	2.365
I	R4	4	Mid_right	1	1.351	2.596
I	R4	4	Mid_right	2	1.327	2.56
I	R4	4	Mid_right	3	1.364	2.6
I	R4	4	Mid_right	4	1.343	2.62
I	R4	4	Mid_right	5	1.351	2.543
I	R4	5	Mid_right	1	1.336	2.362
I	R4	5	Mid_right	2	1.277	2.468
I	R4	5	Mid_right	3	1.346	2.293
I	R4	5	Mid_right	4	1.339	2.259
I	R4	5	Mid_right	5	1.342	2.753
I	R553	1	Mid_right	1	1.433	2.216
I	R553	1	Mid_right	2	1.348	2.276
I	R553	1	Mid_right	3	1.443	2.212
I	R553	1	Mid_right	4	1.453	2.217
I	R553	1	Mid_right	5	1.408	2.02
I	R553	2	Mid_right	1	1.339	2.186
I	R553	2	Mid_right	2	1.296	2.186
I	R553	2	Mid_right	3	1.334	2.272
I	R553	2	Mid_right	4	1.366	2.238
I	R553	2	Mid_right	5	1.339	2.197
I	R553	3	Mid_right	1	1.418	2.179
I	R553	3	Mid_right	2	1.361	2.239
I	R553	3	Mid_right	3	1.417	2.301
I	R553	3	Mid_right	4	1.413	2.35
I	R553	3	Mid_right	5	1.406	2.287
I	R553	4	Mid_right	1	1.417	2.25
I	R553	4	Mid_right	2	1.369	2.333
I	R553	4	Mid_right	3	1.417	2.414
I	R553	4	Mid_right	4	1.4	2.368
I	R553	4	Mid_right	5	1.429	2.31
I	R553	5	Mid_right	1	1.445	2.759
I	R553	5	Mid_right	2	1.408	2.687
I	R553	5	Mid_right	3	1.431	2.737
I	R553	5	Mid_right	4	1.456	2.742
I	R553	5	Mid_right	5	1.468	2.722
I	R667	1	Mid_right	1	1.357	2.178
I	R667	1	Mid_right	2	1.415	2.197
I	R667	1	Mid_right	3	1.395	2.223
I	R667	1	Mid_right	4	1.393	2.194
I	R667	1	Mid_right	5	1.411	2.233
I	R667	2	Mid_right	1	1.5	2.375
I	R667	2	Mid_right	2	1.393	2.309
I	R667	2	Mid_right	3	1.5	2.313
I	R667	2	Mid_right	4	1.498	2.443
I	R667	2	Mid_right	5	1.447	2.324
I	R667	3	Mid_right	1	1.396	2.352
I	R667	3	Mid_right	2	1.35	2.387
I	R667	3	Mid_right	3	1.404	2.242
I	R667	3	Mid_right	4	1.429	2.325
I	R667	3	Mid_right	5	1.396	2.283
I	R667	4	Mid_right	1	1.313	2.197
I	R667	4	Mid_right	2	1.279	2.095
I	R667	4	Mid_right	3	1.321	2.144
I	R667	4	Mid_right	4	1.307	2.224
I	R667	4	Mid_right	5	1.27	2.214
I	R667	5	Mid_right	1	1.411	2.446
I	R667	5	Mid_right	2	1.384	2.446
I	R667	5	Mid_right	3	1.424	2.429
I	R667	5	Mid_right	4	1.432	2.427
I	R667	5	Mid_right	5	1.42	2.433
II	R483D2	1	Mid_right	1	1.558	3.051
II	R483D2	1	Mid_right	2	1.496	2.982
II	R483D2	1	Mid_right	3	1.54	2.904
II	R483D2	1	Mid_right	4	1.578	3.062
II	R483D2	1	Mid_right	5	1.55	3.055
II	R483D2	2	Mid_right	1	1.405	2.849
II	R483D2	2	Mid_right	2	1.4	2.648
